gameid	 time	 roundNum	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs 	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
9311-a	1447430103412	82	colorOnly	small_blue_golfball	target	1	1	big_pink_golfball	distractor	3	2	small_pink_golfball	distractor	2	3	1	1	0	white		1447430102239	white	False	False	False	golfball	small	blue
9311-a	1447430106385	83	filler	television	target	2	1	iguana	distractor	1	3	car	distractor	3	2	1	1	0	tv		1447430104977	tv	False	False	False	television	NA	NA
9311-a	1447430110172	84	filler	cactus	target	1	3	kiwi	distractor	3	1	tophat	distractor	2	2	1	1	0	cactus		1447430108483	cactus	False	False	True	cactus	NA	NA
9311-a	1447430113652	85	filler	toilet	target	2	2	horse	distractor	3	1	watermelon	distractor	1	3	1	1	0	toilet		1447430111732	toilet	False	False	True	toilet	NA	NA
9311-a	1447430117003	86	filler	banana	target	3	3	tennisball	distractor	1	1	cactus	distractor	2	2	1	1	0	banana		1447430115785	banana	False	False	True	banana	NA	NA
9311-a	1447430121740	87	filler	elephant	target	3	2	lobster	distractor	2	3	raspberry	distractor	1	1	1	1	0	elephant		1447430120178	elephant	False	False	True	elephant	NA	NA
9311-a	1447430125918	88	colorAndSize	big_brown_jacket	target	2	2	small_green_jacket	distractor	1	1	small_green_jacket	distractor	3	3	1	1	0	brown		1447430124272	brown	False	True	False	jacket	big	brown
9311-a	1447430128780	89	filler	baseball	target	3	2	lemon	distractor	2	1	mailbox	distractor	1	3	1	1	0	ball		1447430127539	ball	False	False	False	baseball	NA	NA
9311-a	1447430131763	90	colorAndSize	big_pink_hairdryer	target	3	3	small_purple_hairdryer	distractor	2	1	small_purple_hairdryer	distractor	1	2	1	1	0	pink		1447430130731	pink	False	True	False	hairdryer	big	pink
9311-a	1447430136603	91	filler	pumpkin	target	2	3	mailbox	distractor	3	1	tire	distractor	1	2	1	1	0	pumpkin		1447430135091	pumpkin	False	False	True	pumpkin	NA	NA
9311-a	1447430140176	92	colorOnly	small_blue_candle	target	1	3	small_red_candle	distractor	2	1	big_red_candle	distractor	3	2	1	1	0	blue		1447430139097	blue	False	True	False	candle	small	blue
9311-a	1447430144386	93	filler	ketchup	target	2	1	grapefruit	distractor	1	2	violin	distractor	3	3	1	1	0	ketchup		1447430142812	ketchup	False	False	True	ketchup	NA	NA
9311-a	1447430148091	94	colorAndSize	small_blue_guitar	target	1	3	big_green_guitar	distractor	3	1	big_green_guitar	distractor	2	2	1	1	0	blue		1447430146805	blue	False	True	False	guitar	small	blue
9311-a	1447430151636	95	filler	motorcycle	target	3	3	pumpkin	distractor	1	1	raspberry	distractor	2	2	1	1	0	bike		1447430150439	bike	False	False	False	motorcycle	NA	NA
9311-a	1447430155191	96	filler	violin	target	1	2	garlic	distractor	2	1	rubberduck	distractor	3	3	1	1	0	violin		1447430153685	violin	False	False	True	violin	NA	NA
9311-a	1447430158401	97	filler	fox	target	2	2	sheep	distractor	1	1	basketball	distractor	3	3	1	1	0	fox		1447430157671	fox	False	False	True	fox	NA	NA
9311-a	1447430161556	98	colorAndSize	small_purple_rock	target	3	2	big_green_rock	distractor	2	3	big_green_rock	distractor	1	1	1	1	0	purple		1447430160598	purple	False	True	False	rock	small	purple
9311-a	1447430164979	99	filler	kiwi	target	1	2	firehydrant	distractor	2	3	elephant	distractor	3	1	1	1	0	kiwi		1447430163418	kiwi	False	False	True	kiwi	NA	NA
9311-a	1447430168882	100	sizeOnly	big_red_yarn	target	2	3	small_red_yarn	distractor	1	2	small_purple_yarn	distractor	3	1	1	1	0	big red		1447430167665	big red	True	True	False	yarn	big	red
9311-a	1447430172767	101	filler	trumpet	target	1	3	baseball	distractor	3	2	smokedetector	distractor	2	1	1	1	0	trumpet		1447430171879	trumpet	False	False	True	trumpet	NA	NA
9311-a	1447430181412	102	filler	bulldozer	target	2	2	tire	distractor	3	1	mailbox	distractor	1	3	1	1	0	bulldozer		1447430179790	bulldozer	False	False	True	bulldozer	NA	NA
9311-a	1447430184379	103	filler	tire	target	3	2	elephant	distractor	1	3	car	distractor	2	1	1	1	0	tire		1447430183352	tire	False	False	True	tire	NA	NA
9311-a	1447430188507	104	sizeOnly	big_red_flower	target	3	2	small_purple_flower	distractor	2	1	small_red_flower	distractor	1	3	1	1	0	big red		1447430187240	big red	True	True	False	flower	big	red
9311-a	1447430191715	105	filler	bison	target	1	3	trumpet	distractor	3	1	tennisball	distractor	2	2	1	1	0	bison		1447430190892	bison	False	False	True	bison	NA	NA
9311-a	1447430197398	106	sizeOnly	small_yellow_napkin	target	2	3	big_orange_napkin	distractor	3	2	big_yellow_napkin	distractor	1	1	1	1	0	little yellow		1447430195738	little yellow	False	True	False	napkin	small	yellow
9311-a	1447430201452	107	filler	broccoli	target	2	3	sheep	distractor	1	1	television	distractor	3	2	1	1	0	broccoli		1447430200177	broccoli	False	False	True	broccoli	NA	NA
9311-a	1447430204923	108	filler	motorcycle	target	3	1	piano	distractor	2	2	clarinet	distractor	1	3	1	1	0	bike		1447430203372	bike	False	False	False	motorcycle	NA	NA
1754-2	1447427300970	1	sizeOnly	big_purple_bike	target	3	2	small_red_bike	distractor	2	1	small_purple_bike	distractor	1	3	1	1	0	The large purple bike		1447427295509	The large purple bike	False	True	True	bike	big	purple
1754-2	1447427321513	2	filler	football	target	3	3	gloves	distractor	2	1	rhinoceros	distractor	1	2	1	1	0	The ball on the right		1447427318285	The ball on the right	False	False	False	football	NA	NA
1754-2	1447427328680	3	filler	carrot	target	2	3	binoculars	distractor	1	1	car	distractor	3	2	1	1	0	the vegetable		1447427326678	the vegetable	False	False	False	carrot	NA	NA
1754-2	1447427338145	4	filler	fireextinguisher	target	3	1	smokedetector	distractor	2	2	horse	distractor	1	3	1	1	0	what puts out a fire		1447427334814	what puts out a fire	False	False	False	fireextinguisher	NA	NA
1754-2	1447427344843	5	filler	tophat	target	3	2	camera	distractor	2	1	grapefruit	distractor	1	3	1	1	0	what you wear on your head		1447427342694	what you wear on your head	False	False	False	tophat	NA	NA
1754-2	1447427353627	6	sizeOnly	big_brown_turtle	target	1	1	small_black_turtle	distractor	3	2	small_brown_turtle	distractor	2	3	1	1	0	the largest		1447427350897	the largest	False	False	False	turtle	big	brown
1754-2	1447427364517	7	colorOnly	small_green_folder	target	2	1	small_blue_folder	distractor	3	3	big_blue_folder	distractor	1	2	1	1	0	the one that's colored unlike the others		1447427361393	the one that's colored unlike the others	False	False	False	folder	small	green
1754-2	1447427383732	8	filler	artichoke	target	1	2	zucchini	distractor	3	3	football	distractor	2	1	1	1	0	the vegetable on the left		1447427375360	the vegetable on the left	False	False	False	artichoke	NA	NA
1754-2	1447427404829	9	filler	feather	target	2	3	flamingo	distractor	1	1	dresser	distractor	3	2	1	1	0	the one that weighs the least		1447427400994	the one that weighs the least	False	False	False	feather	NA	NA
1754-2	1447427414379	10	filler	toilet	target	1	1	cherries	distractor	2	3	eggplant	distractor	3	2	1	1	0	where you go to the bathroom		1447427411837	where you go to the bathroom	False	False	False	toilet	NA	NA
1754-2	1447427422299	11	filler	ketchup	target	1	2	orange	distractor	2	1	violin	distractor	3	3	1	1	0	what you dip fries in		1447427420308	what you dip fries in	False	False	False	ketchup	NA	NA
1754-2	1447427434970	12	colorOnly	big_purple_coathanger	target	2	1	big_orange_coathanger	distractor	3	3	small_orange_coathanger	distractor	1	2	1	1	0	the oddly colored hanger		1447427429308	the oddly colored hanger	False	False	False	coathanger	big	purple
1754-2	1447427443941	13	filler	firetruck	target	3	3	snowflake	distractor	1	1	santahat	distractor	2	2	1	1	0	the vehicle		1447427442035	the vehicle	False	False	False	firetruck	NA	NA
1754-2	1447427448203	14	filler	banana	target	2	2	firehydrant	distractor	3	3	lion	distractor	1	1	1	1	0	the fruit		1447427446160	the fruit	False	False	False	banana	NA	NA
1754-2	1447427453877	15	colorAndSize	big_purple_flower	target	3	1	small_red_flower	distractor	1	2	small_red_flower	distractor	2	3	1	1	0	the biggest one		1447427451746	the biggest one	False	False	False	flower	big	purple
1754-2	1447427459878	16	sizeOnly	big_red_toothbrush	target	1	2	small_blue_toothbrush	distractor	2	1	small_red_toothbrush	distractor	3	3	1	1	0	the biggest one		1447427458001	the biggest one	False	False	False	toothbrush	big	red
1754-2	1447427465508	17	filler	tophat	target	1	1	horse	distractor	3	3	schoolbus	distractor	2	2	1	1	0	wear on head		1447427463694	wear on head	False	False	False	tophat	NA	NA
1754-2	1447427474061	18	filler	artichoke	target	2	1	pumpkin	distractor	3	2	car	distractor	1	3	1	1	0	green vegetable		1447427472028	green vegetable	False	False	False	artichoke	NA	NA
1754-2	1447427479560	19	filler	car	target	3	3	binoculars	distractor	2	1	cactus	distractor	1	2	1	1	0	automobile		1447427478100	automobile	False	False	False	car	NA	NA
1754-2	1447427483527	20	filler	cherries	target	1	1	toilet	distractor	2	2	polarbear	distractor	3	3	1	1	0	fruit		1447427482028	fruit	False	False	False	cherries	NA	NA
1754-2	1447427488697	21	filler	strawberry	target	3	1	schoolbus	distractor	2	3	eggplant	distractor	1	2	1	1	0	fruit		1447427485816	fruit	False	False	False	strawberry	NA	NA
1754-2	1447427494100	22	filler	trumpet	target	3	1	rhinoceros	distractor	2	2	motorcycle	distractor	1	3	1	1	0	musical instrument		1447427492476	musical instrument	False	False	False	trumpet	NA	NA
1754-2	1447427506242	23	filler	firehydrant	target	3	2	clarinet	distractor	1	1	dresser	distractor	2	3	1	1	0	fire hose attaches		1447427503571	fire hose attaches	False	False	False	firehydrant	NA	NA
1754-2	1447427515696	24	colorOnly	small_pink_weddingcake	target	3	3	small_white_weddingcake	distractor	2	1	big_white_weddingcake	distractor	1	2	1	1	0	smallest colored one		1447427513188	smallest colored one	False	False	False	weddingcake	small	pink
1754-2	1447427525029	25	filler	smokedetector	target	1	1	car	distractor	2	2	tire	distractor	3	3	1	1	0	detects fires		1447427523075	detects fires	False	False	False	smokedetector	NA	NA
1754-2	1447427531542	26	filler	orange	target	1	3	ketchup	distractor	3	2	bear	distractor	2	1	1	1	0	fruit		1447427526876	fruit	False	False	False	orange	NA	NA
1754-2	1447427537843	27	filler	football	target	1	1	pumpkin	distractor	2	3	eggplant	distractor	3	2	1	1	0	sport equipment		1447427535437	sport equipment	False	False	False	football	NA	NA
1754-2	1447427545214	28	colorOnly	small_black_book	target	3	2	small_blue_book	distractor	2	1	big_blue_book	distractor	1	3	1	1	0	darkest		1447427541648	darkest	False	False	False	book	small	black
1754-2	1447427551065	29	filler	firetruck	target	1	2	garbagecan	distractor	3	3	rubberduck	distractor	2	1	1	1	0	vehicle		1447427549338	vehicle	False	False	False	firetruck	NA	NA
1754-2	1447427557517	30	filler	iguana	target	1	2	lobster	distractor	3	3	mailbox	distractor	2	1	1	1	0	lizard		1447427555768	lizard	False	False	False	iguana	NA	NA
1754-2	1447427561517	31	filler	elephant	target	2	2	cactus	distractor	3	3	carrot	distractor	1	1	1	1	0	animal		1447427560072	animal	False	False	False	elephant	NA	NA
1754-2	1447427565395	32	filler	grapefruit	target	2	2	clarinet	distractor	3	3	artichoke	distractor	1	1	1	1	0	fruit		1447427563753	fruit	False	False	False	grapefruit	NA	NA
1754-2	1447427569585	33	filler	schoolbus	target	1	2	lemon	distractor	2	1	lime	distractor	3	3	1	1	0	vehicle		1447427568210	vehicle	False	False	False	schoolbus	NA	NA
1754-2	1447427576328	34	filler	polarbear	target	3	3	fox	distractor	2	1	tennisball	distractor	1	2	1	1	0	biggest animal		1447427574381	biggest animal	False	False	False	polarbear	NA	NA
1754-2	1447427586222	35	filler	snake	target	1	1	gloves	distractor	3	3	basketball	distractor	2	2	1	1	0	animal		1447427584372	animal	False	False	False	snake	NA	NA
1754-2	1447427591153	36	colorAndSize	small_blue_guitar	target	3	1	big_green_guitar	distractor	2	3	big_green_guitar	distractor	1	2	1	1	0	smallest		1447427589058	smallest	False	False	False	guitar	small	blue
1754-2	1447427596738	37	colorAndSize	big_blue_comb	target	3	2	small_black_comb	distractor	1	3	small_black_comb	distractor	2	1	1	1	0	blue		1447427595296	blue	False	True	False	comb	big	blue
1754-2	1447427600558	38	colorOnly	big_white_teacup	target	2	2	big_pink_teacup	distractor	3	3	small_pink_teacup	distractor	1	1	1	1	0	white		1447427598914	white	False	True	False	teacup	big	white
1754-2	1447427605841	39	filler	camera	target	2	3	fox	distractor	1	1	orange	distractor	3	2	1	1	0	takes photos		1447427603500	takes photos	False	False	False	camera	NA	NA
1754-2	1447427609943	40	filler	penguin	target	3	3	trumpet	distractor	2	1	zucchini	distractor	1	2	1	1	0	animal		1447427608137	animal	False	False	False	penguin	NA	NA
1754-2	1447427614118	41	filler	camera	target	3	3	pumpkin	distractor	1	1	tomato	distractor	2	2	1	1	0	takes photos		1447427612631	takes photos	False	False	False	camera	NA	NA
1754-2	1447427618208	42	filler	toilet	target	1	3	ketchup	distractor	2	1	bulldozer	distractor	3	2	1	1	0	bathroom		1447427616680	bathroom	False	False	False	toilet	NA	NA
1754-2	1447427621357	43	colorAndSize	small_blue_tack	target	1	3	big_red_tack	distractor	2	1	big_red_tack	distractor	3	2	1	1	0	blue		1447427619975	blue	False	True	False	tack	small	blue
1754-2	1447427626838	44	filler	bulldozer	target	3	1	binoculars	distractor	1	3	garbagecan	distractor	2	2	1	1	0	vehicle		1447427624441	vehicle	False	False	False	bulldozer	NA	NA
1754-2	1447427632131	45	filler	firehydrant	target	3	2	piano	distractor	1	3	hotdog	distractor	2	1	1	1	0	fire related		1447427630598	fire related	False	False	False	firehydrant	NA	NA
1754-2	1447427638384	46	filler	feather	target	3	1	pumpkin	distractor	2	2	lemon	distractor	1	3	1	1	0	lightest weight		1447427636783	lightest weight	False	False	False	feather	NA	NA
1754-2	1447427641272	47	filler	sheep	target	3	2	piano	distractor	1	1	hotdog	distractor	2	3	1	1	0	animal		1447427640023	animal	False	False	False	sheep	NA	NA
1754-2	1447427645577	48	sizeOnly	small_orange_napkin	target	2	1	big_yellow_napkin	distractor	1	2	big_orange_napkin	distractor	3	3	1	1	0	smallest		1447427644100	smallest	False	False	False	napkin	small	orange
1754-2	1447427649213	49	sizeOnly	big_purple_rug	target	2	1	small_blue_rug	distractor	3	3	small_purple_rug	distractor	1	2	1	1	0	biggest		1447427647743	biggest	False	False	False	rug	big	purple
1754-2	1447427653071	50	filler	violin	target	1	3	crocodile	distractor	2	1	fox	distractor	3	2	1	1	0	musical		1447427651752	musical	False	False	False	violin	NA	NA
1754-2	1447427656694	51	filler	car	target	2	2	garbagecan	distractor	1	1	dresser	distractor	3	3	1	1	0	vehicle		1447427655527	vehicle	False	False	False	car	NA	NA
1754-2	1447427659977	52	filler	bear	target	3	1	basketball	distractor	1	2	violin	distractor	2	3	1	1	0	animal		1447427658656	animal	False	False	False	bear	NA	NA
1754-2	1447427665417	53	filler	snowflake	target	2	2	carrot	distractor	1	1	kiwi	distractor	3	3	1	1	0	weather		1447427663983	weather	False	False	False	snowflake	NA	NA
1754-2	1447427669866	54	filler	lemon	target	3	3	broccoli	distractor	1	1	raspberry	distractor	2	2	1	1	0	sour		1447427668150	sour	False	False	False	lemon	NA	NA
1754-2	1447427677081	55	filler	schoolbus	target	1	1	zucchini	distractor	2	2	bulldozer	distractor	3	3	1	1	0	children to school		1447427675327	children to school	False	False	False	schoolbus	NA	NA
1754-2	1447427682876	56	filler	lobster	target	2	3	cherries	distractor	1	2	horse	distractor	3	1	1	1	0	from the sea		1447427680989	from the sea	False	False	False	lobster	NA	NA
1754-2	1447427686486	57	colorAndSize	big_green_avocado	target	2	1	small_black_avocado	distractor	1	3	small_black_avocado	distractor	3	2	1	1	0	biggest		1447427684904	biggest	False	False	False	avocado	big	green
1754-2	1447427690313	58	filler	snowflake	target	2	3	broccoli	distractor	3	1	violin	distractor	1	2	1	1	0	weather		1447427688614	weather	False	False	False	snowflake	NA	NA
1754-2	1447427695672	59	filler	carrot	target	1	1	basketball	distractor	3	2	schoolbus	distractor	2	3	1	1	0	vegetable		1447427693116	vegetable	False	False	False	carrot	NA	NA
1754-2	1447427701050	60	filler	basketball	target	3	3	violin	distractor	2	2	cactus	distractor	1	1	1	1	0	sports equipment		1447427699519	sports equipment	False	False	False	basketball	NA	NA
1754-2	1447427704717	61	filler	cherries	target	1	3	crocodile	distractor	3	2	lobster	distractor	2	1	1	1	0	fruit		1447427703007	fruit	False	False	False	cherries	NA	NA
1754-2	1447427708824	62	sizeOnly	big_pink_phone	target	3	3	small_pink_phone	distractor	1	2	small_white_phone	distractor	2	1	1	1	0	largest		1447427707340	largest	False	False	False	phone	big	pink
1754-2	1447427713286	63	filler	rubberduck	target	3	1	penguin	distractor	1	2	cactus	distractor	2	3	1	1	0	toy		1447427711484	toy	False	False	False	rubberduck	NA	NA
1754-2	1447427716343	64	colorOnly	big_blue_ornament	target	2	2	big_purple_ornament	distractor	3	3	small_purple_ornament	distractor	1	1	1	1	0	blue		1447427714981	blue	False	True	False	ornament	big	blue
1754-2	1447427720447	65	sizeOnly	big_red_chair	target	2	1	small_red_chair	distractor	3	2	small_green_chair	distractor	1	3	1	1	0	biggest		1447427719021	biggest	False	False	False	chair	big	red
1754-2	1447427724126	66	colorOnly	big_blue_candle	target	3	1	small_red_candle	distractor	2	2	big_red_candle	distractor	1	3	1	1	0	purple		1447427722707	purple	False	False	False	candle	big	blue
1754-2	1447427728957	67	filler	garbagecan	target	3	2	basketball	distractor	1	3	clarinet	distractor	2	1	1	1	0	trash		1447427727257	trash	False	False	False	garbagecan	NA	NA
1754-2	1447427732057	68	colorAndSize	small_white_shoe	target	1	3	big_yellow_shoe	distractor	3	2	big_yellow_shoe	distractor	2	1	1	1	0	white		1447427730590	white	False	True	False	shoe	small	white
1754-2	1447427735108	69	filler	elephant	target	1	3	firehydrant	distractor	2	1	motorcycle	distractor	3	2	1	1	0	animal		1447427733747	animal	False	False	False	elephant	NA	NA
1754-2	1447427739390	70	filler	feather	target	1	2	grapefruit	distractor	2	3	violin	distractor	3	1	1	1	0	lightest weight		1447427737865	lightest weight	False	False	False	feather	NA	NA
1754-2	1447427743973	71	filler	football	target	2	3	grapefruit	distractor	1	1	feather	distractor	3	2	1	1	0	sports equipment		1447427742309	sports equipment	False	False	False	football	NA	NA
1754-2	1447427750392	72	filler	chick	target	1	3	lion	distractor	2	2	watermelon	distractor	3	1	1	1	0	smallest animal		1447427748088	smallest animal	False	False	False	chick	NA	NA
1754-2	1447427753684	73	colorAndSize	small_green_pepper	target	3	1	big_red_pepper	distractor	2	2	big_red_pepper	distractor	1	3	1	1	0	green		1447427752264	green	False	True	False	pepper	small	green
1754-2	1447427756397	74	colorAndSize	small_red_yarn	target	1	2	big_purple_yarn	distractor	2	1	big_purple_yarn	distractor	3	3	1	1	0	red		1447427755127	red	False	True	False	yarn	small	red
1754-2	1447427759890	75	filler	motorcycle	target	2	2	eggplant	distractor	1	1	teddybear	distractor	3	3	1	1	0	vehicle		1447427758432	vehicle	False	False	False	motorcycle	NA	NA
1754-2	1447427762930	76	filler	elephant	target	2	1	dresser	distractor	3	2	tophat	distractor	1	3	1	1	0	animal		1447427761672	animal	False	False	False	elephant	NA	NA
1754-2	1447427768488	77	filler	television	target	1	1	coconut	distractor	3	2	watermelon	distractor	2	3	1	1	0	electronics		1447427766983	electronics	False	False	False	television	NA	NA
1754-2	1447427781830	78	filler	hotdog	target	3	2	bear	distractor	1	3	coconut	distractor	2	1	1	1	0	multiple food		1447427779463	multiple food	False	False	False	hotdog	NA	NA
1754-2	1447427787159	79	filler	banana	target	3	1	football	distractor	2	2	watermelon	distractor	1	3	1	1	0	yellow fruit		1447427785568	yellow fruit	False	False	False	banana	NA	NA
1754-2	1447427792268	80	filler	violin	target	2	3	cactus	distractor	3	1	feather	distractor	1	2	1	1	0	musical instrument		1447427790561	musical instrument	False	False	False	violin	NA	NA
1754-2	1447427795310	81	filler	mailbox	target	3	2	lion	distractor	1	3	garlic	distractor	2	1	1	1	0	mail		1447427793975	mail	False	False	False	mailbox	NA	NA
1754-2	1447427798081	82	colorAndSize	small_green_framee	target	1	2	big_pink_framee	distractor	3	3	big_pink_framee	distractor	2	1	1	1	0	green		1447427796952	green	False	True	False	framee	small	green
1754-2	1447427801538	83	sizeOnly	big_purple_stapler	target	1	2	small_red_stapler	distractor	3	1	small_purple_stapler	distractor	2	3	1	1	0	biggest		1447427800304	biggest	False	False	False	stapler	big	purple
1754-2	1447427804842	84	sizeOnly	small_pink_golfball	target	3	2	big_blue_golfball	distractor	2	3	big_pink_golfball	distractor	1	1	1	1	0	smallest		1447427803673	smallest	False	False	False	golfball	small	pink
1754-2	1447427808063	85	sizeOnly	big_pink_bucket	target	1	1	small_pink_bucket	distractor	2	3	small_red_bucket	distractor	3	2	1	1	0	biggest		1447427806631	biggest	False	False	False	bucket	big	pink
1754-2	1447427812171	86	filler	tophat	target	1	2	rubberduck	distractor	2	1	kitten	distractor	3	3	1	1	0	wear on head		1447427810985	wear on head	False	False	False	tophat	NA	NA
1754-2	1447427816929	87	filler	tennisball	target	2	2	polarbear	distractor	3	1	binoculars	distractor	1	3	1	1	0	ball		1447427815669	ball	False	False	False	tennisball	NA	NA
1754-2	1447427821546	88	filler	tomato	target	3	1	iguana	distractor	2	3	horse	distractor	1	2	1	1	0	fruit		1447427819599	fruit	False	False	False	tomato	NA	NA
1754-2	1447427825541	89	filler	broccoli	target	1	3	trumpet	distractor	2	1	rubberduck	distractor	3	2	1	1	0	vegetable		1447427824230	vegetable	False	False	False	broccoli	NA	NA
1754-2	1447427832418	90	filler	pumpkin	target	1	1	car	distractor	3	3	chick	distractor	2	2	1	1	0	food		1447427830489	food	False	False	False	pumpkin	NA	NA
1754-2	1447427835480	91	colorAndSize	small_blue_cap	target	1	3	big_orange_cap	distractor	2	2	big_orange_cap	distractor	3	1	1	1	0	blue		1447427834055	blue	False	True	False	cap	small	blue
1754-2	1447427838865	92	colorAndSize	small_pink_balloon	target	2	1	big_yellow_balloon	distractor	3	3	big_yellow_balloon	distractor	1	2	1	1	0	pink		1447427837536	pink	False	True	False	balloon	small	pink
1754-2	1447427842212	93	filler	firetruck	target	3	3	flamingo	distractor	1	1	strawberry	distractor	2	2	1	1	0	vehicle		1447427841115	vehicle	False	False	False	firetruck	NA	NA
1754-2	1447427845390	94	filler	snowflake	target	2	1	polarbear	distractor	1	2	iguana	distractor	3	3	1	1	0	weather		1447427844124	weather	False	False	False	snowflake	NA	NA
1754-2	1447427848874	95	colorOnly	small_brown_belt	target	2	2	small_black_belt	distractor	1	3	big_black_belt	distractor	3	1	1	1	0	brown		1447427847595	brown	False	True	False	belt	small	brown
1754-2	1447427856629	96	colorOnly	small_purple_hairdryer	target	3	2	small_pink_hairdryer	distractor	2	1	big_pink_hairdryer	distractor	1	3	1	1	0	small purple		1447427853989	small purple	True	True	False	hairdryer	small	purple
1754-2	1447427859809	97	filler	fox	target	3	2	orange	distractor	1	3	watermelon	distractor	2	1	1	1	0	animal		1447427858726	animal	False	False	False	fox	NA	NA
1754-2	1447427864078	98	sizeOnly	small_purple_rock	target	1	1	big_purple_rock	distractor	3	3	big_green_rock	distractor	2	2	1	1	0	small purple		1447427862663	small purple	True	True	False	rock	small	purple
1754-2	1447427867721	99	colorAndSize	small_orange_billiardball	target	3	1	big_purple_billiardball	distractor	1	3	big_purple_billiardball	distractor	2	2	1	1	0	smallest		1447427866444	smallest	False	False	False	billiardball	small	orange
1754-2	1447427878939	100	filler	firehydrant	target	1	1	firetruck	distractor	2	2	orange	distractor	3	3	1	1	0	fire hose attaches to this		1447427874952	fire hose attaches to this	False	False	False	firehydrant	NA	NA
1754-2	1447427884893	101	filler	clarinet	target	3	3	strawberry	distractor	1	1	watermelon	distractor	2	2	1	1	0	musical instrument		1447427882638	musical instrument	False	False	False	clarinet	NA	NA
1754-2	1447427890814	102	filler	baseball	target	1	2	kitten	distractor	3	1	bear	distractor	2	3	1	1	0	sports		1447427889395	sports	False	False	False	baseball	NA	NA
1754-2	1447427897984	103	colorOnly	small_purple_butterfly	target	3	2	big_blue_butterfly	distractor	2	1	small_blue_butterfly	distractor	1	3	1	1	0	pink		1447427894715	pink	False	False	False	butterfly	small	purple
1754-2	1447427902562	104	filler	firehydrant	target	2	2	ketchup	distractor	3	3	snake	distractor	1	1	1	1	0	fire		1447427899641	fire	False	False	False	firehydrant	NA	NA
1754-2	1447427906443	105	sizeOnly	small_brown_jacket	target	1	1	big_brown_jacket	distractor	3	2	big_green_jacket	distractor	2	3	1	1	0	smallest		1447427904749	smallest	False	False	False	jacket	small	brown
1754-2	1447427911029	106	filler	smokedetector	target	3	3	iguana	distractor	1	1	snowflake	distractor	2	2	1	1	0	fire		1447427909332	fire	False	False	False	smokedetector	NA	NA
1754-2	1447427915481	107	colorOnly	small_green_bracelet	target	1	2	big_purple_bracelet	distractor	2	3	small_purple_bracelet	distractor	3	1	1	1	0	green		1447427914113	green	False	True	False	bracelet	small	green
1754-2	1447427919503	108	colorOnly	small_orange_cushion	target	3	3	small_blue_cushion	distractor	1	1	big_blue_cushion	distractor	2	2	1	1	0	brown		1447427917372	brown	False	False	False	cushion	small	orange
1984-3	1447426157935	1	colorOnly	big_purple_stapler	target	1	3	small_red_stapler	distractor	2	1	big_red_stapler	distractor	3	2	3	1	2	poop	which one?___small or purple?	1447426145527___1447426153673___1447426153954	poop	False	False	False	stapler	big	purple
1984-3	1447426169601	2	colorAndSize	big_blue_toothbrush	target	2	2	small_red_toothbrush	distractor	1	1	small_red_toothbrush	distractor	3	3	2	1	1	big	poop or pee?	1447426164509___1447426166820	big	True	False	False	toothbrush	big	blue
1984-3	1447426179414	3	filler	baseball	target	2	2	tire	distractor	1	1	orange	distractor	3	3	2	1	1	sport	tomatoe	1447426175368___1447426175722	sport	False	False	False	baseball	NA	NA
1984-3	1447426185459	4	sizeOnly	big_blue_tack	target	3	1	small_blue_tack	distractor	1	2	small_red_tack	distractor	2	3	1	1	0	large		1447426182173	large	False	False	False	tack	big	blue
1984-3	1447426191392	5	sizeOnly	big_pink_teacup	target	2	3	small_pink_teacup	distractor	1	2	small_white_teacup	distractor	3	1	1	1	0	large		1447426187597	large	False	False	False	teacup	big	pink
1984-3	1447426198357	6	colorOnly	small_green_guitar	target	1	2	big_blue_guitar	distractor	3	1	small_blue_guitar	distractor	2	3	1	1	0	nature		1447426196573	nature	False	False	False	guitar	small	green
1984-3	1447426201742	7	colorAndSize	big_black_book	target	2	2	small_blue_book	distractor	1	3	small_blue_book	distractor	3	1	1	1	0	big		1447426200589	big	True	False	False	book	big	black
1984-3	1447426205338	8	colorAndSize	small_purple_rug	target	1	3	big_blue_rug	distractor	3	1	big_blue_rug	distractor	2	2	1	1	0	small		1447426204115	small	True	False	False	rug	small	purple
1984-3	1447426210219	9	filler	smokedetector	target	1	1	car	distractor	2	2	football	distractor	3	3	1	1	0	fire		1447426208773	fire	False	False	False	smokedetector	NA	NA
1984-3	1447426217028	10	filler	broccoli	target	2	1	santahat	distractor	1	3	grapefruit	distractor	3	2	1	1	0	weed		1447426214360	weed	False	False	False	broccoli	NA	NA
1984-3	1447426222309	11	filler	tophat	target	2	1	tomato	distractor	1	3	horse	distractor	3	2	1	1	0	magic		1447426219950	magic	False	False	False	tophat	NA	NA
1984-3	1447426226211	12	filler	basketball	target	3	1	binoculars	distractor	1	2	watermelon	distractor	2	3	1	1	0	sport		1447426224646	sport	False	False	False	basketball	NA	NA
